,month,Airline,Delay,revenue,value,delay_time,flights,Total Delay per 1000 Flights
433,8,United Air Lines Inc.,Carrier Delay,26160401,97.556795383,3310.96,45413,72.9077576905
434,8,United Air Lines Inc.,NAS Delay,26160401,97.556795383,2432.55,45413,53.5650584634
435,8,United Air Lines Inc.,Security Delay,26160401,97.556795383,11.83,45413,0.2604980953
436,8,United Air Lines Inc.,Weather Delay,26160401,97.556795383,370.61,45413,8.1608790434
437,8,Virgin America,Carrier Delay,1340778,5,211.32,5688,37.1518987342
438,8,Virgin America,NAS Delay,1340778,5,386.63,5688,67.9729254571
439,8,Virgin America,Security Delay,1340778,5,4.76,5688,0.8368495077
440,8,Virgin America,Weather Delay,1340778,5,50.17,5688,8.820323488
441,9,Alaska Airlines Inc.,Carrier Delay,3952024,14.7378014854,467.51,14271,32.7594422255
442,9,Alaska Airlines Inc.,NAS Delay,3952024,14.7378014854,643.6,14271,45.0984514049
443,9,Alaska Airlines Inc.,Security Delay,3952024,14.7378014854,36.92,14271,2.5870646766
444,9,Alaska Airlines Inc.,Weather Delay,3952024,14.7378014854,27.29,14271,1.9122696377
445,9,American Airlines Inc.,Carrier Delay,24016489,89.5617656316,3484.66,73379,47.4885185135
446,9,American Airlines Inc.,NAS Delay,24016489,89.5617656316,3483.43,73379,47.4717562245
447,9,American Airlines Inc.,Security Delay,24016489,89.5617656316,30.19,73379,0.4114256122
448,9,American Airlines Inc.,Weather Delay,24016489,89.5617656316,388.78,73379,5.2982460922
449,9,Delta Air Lines Inc.,Carrier Delay,28217526,105.2281809517,2275.67,72063,31.5788962436
450,9,Delta Air Lines Inc.,NAS Delay,28217526,105.2281809517,2473.68,72063,34.3266308647
451,9,Delta Air Lines Inc.,Security Delay,28217526,105.2281809517,2,72063,0.0277534935
452,9,Delta Air Lines Inc.,Weather Delay,28217526,105.2281809517,328.94,72063,4.5646170712
453,9,Envoy Air,Carrier Delay,662665,5,869.23,21202,40.9975474012
454,9,Envoy Air,NAS Delay,662665,5,900.34,21202,42.4648618055
455,9,Envoy Air,Security Delay,662665,5,8.83,21202,0.4164701443
456,9,Envoy Air,Weather Delay,662665,5,154.76,21202,7.2993113857
457,9,ExpressJet Airlines Inc.,Carrier Delay,980935,3.6580813528,1769.01,43721,40.4613343702
458,9,ExpressJet Airlines Inc.,NAS Delay,980935,3.6580813528,2147.94,43721,49.1283364973
459,9,ExpressJet Airlines Inc.,Security Delay,980935,3.6580813528,0,43721,0
460,9,ExpressJet Airlines Inc.,Weather Delay,980935,3.6580813528,66.28,43721,1.5159763043
461,9,Frontier Airlines Inc.,Carrier Delay,1194437,4.4542683427,270.8,7873,34.3960370888
462,9,Frontier Airlines Inc.,NAS Delay,1194437,4.4542683427,493.47,7873,62.678775562
463,9,Frontier Airlines Inc.,Security Delay,1194437,4.4542683427,0,7873,0
464,9,Frontier Airlines Inc.,Weather Delay,1194437,4.4542683427,12.34,7873,1.5673821923
465,9,Hawaiian Airlines Inc.,Carrier Delay,2010666,7.4981316818,425.58,6154,69.1550211245
466,9,Hawaiian Airlines Inc.,NAS Delay,2010666,7.4981316818,13.49,6154,2.1920701982
467,9,Hawaiian Airlines Inc.,Security Delay,2010666,7.4981316818,1.12,6154,0.1819954501
468,9,Hawaiian Airlines Inc.,Weather Delay,2010666,7.4981316818,76.44,6154,12.4211894703
469,9,JetBlue Airways,Carrier Delay,5893119,21.9764905152,1253.3,21133,59.3053518194
470,9,JetBlue Airways,NAS Delay,5893119,21.9764905152,1475.96,21133,69.8414801495
471,9,JetBlue Airways,Security Delay,5893119,21.9764905152,12.74,21133,0.6028486254
472,9,JetBlue Airways,Weather Delay,5893119,21.9764905152,118.79,21133,5.6210665783
473,9,SkyWest Airlines Inc.,Carrier Delay,1875495,6.9940549442,1779.06,47625,37.3555905512
474,9,SkyWest Airlines Inc.,NAS Delay,1875495,6.9940549442,2031.46,47625,42.655328084
475,9,SkyWest Airlines Inc.,Security Delay,1875495,6.9940549442,13.24,47625,0.2780052493
476,9,SkyWest Airlines Inc.,Weather Delay,1875495,6.9940549442,151.17,47625,3.1741732283
477,9,Southwest Airlines Co.,Carrier Delay,18299147,68.2407788612,3697.99,100645,36.7429082418
478,9,Southwest Airlines Co.,NAS Delay,18299147,68.2407788612,2564.63,100645,25.4819414775
479,9,Southwest Airlines Co.,Security Delay,18299147,68.2407788612,32.84,100645,0.3262953947
480,9,Southwest Airlines Co.,Weather Delay,18299147,68.2407788612,434.61,100645,4.3182473049
481,9,Spirit Air Lines,Carrier Delay,1267124,4.7253311137,591.11,9948,59.4199839164
482,9,Spirit Air Lines,NAS Delay,1267124,4.7253311137,1021.68,9948,102.7020506635
483,9,Spirit Air Lines,Security Delay,1267124,4.7253311137,6.16,9948,0.6192199437
484,9,Spirit Air Lines,Weather Delay,1267124,4.7253311137,37.12,9948,3.7314032971
485,9,United Air Lines Inc.,Carrier Delay,26160401,97.556795383,2012.79,41778,48.1782277754
486,9,United Air Lines Inc.,NAS Delay,26160401,97.556795383,1838.87,41778,44.0152711954
487,9,United Air Lines Inc.,Security Delay,26160401,97.556795383,2,41778,0.0478720858
488,9,United Air Lines Inc.,Weather Delay,26160401,97.556795383,158.86,41778,3.802479774
489,9,Virgin America,Carrier Delay,1340778,5,147.55,5154,28.628249903
490,9,Virgin America,NAS Delay,1340778,5,243.8,5154,47.3030655801
491,9,Virgin America,Security Delay,1340778,5,2.27,5154,0.4404346139
492,9,Virgin America,Weather Delay,1340778,5,66.16,5154,12.8366317423
493,10,Alaska Airlines Inc.,Carrier Delay,3952024,14.7378014854,414.33,14467,28.6396626806
494,10,Alaska Airlines Inc.,NAS Delay,3952024,14.7378014854,757.02,14467,52.3273657289
495,10,Alaska Airlines Inc.,Security Delay,3952024,14.7378014854,8.37,14467,0.5785580977
496,10,Alaska Airlines Inc.,Weather Delay,3952024,14.7378014854,37.46,14467,2.5893412594
497,10,American Airlines Inc.,Carrier Delay,24016489,89.5617656316,3571.21,77290,46.2053305732
498,10,American Airlines Inc.,NAS Delay,24016489,89.5617656316,3578.04,77290,46.2936990555
499,10,American Airlines Inc.,Security Delay,24016489,89.5617656316,31.85,77290,0.4120843576
500,10,American Airlines Inc.,Weather Delay,24016489,89.5617656316,312.64,77290,4.0450252297
501,10,Delta Air Lines Inc.,Carrier Delay,28217526,105.2281809517,2426.38,75552,32.1153642524
502,10,Delta Air Lines Inc.,NAS Delay,28217526,105.2281809517,1977.39,75552,26.1725698856
503,10,Delta Air Lines Inc.,Security Delay,28217526,105.2281809517,3,75552,0.039707751
504,10,Delta Air Lines Inc.,Weather Delay,28217526,105.2281809517,72.75,75552,0.9629129606
505,10,Envoy Air,Carrier Delay,662665,5,734.89,21982,33.4314439087
506,10,Envoy Air,NAS Delay,662665,5,632.02,21982,28.7517059412
507,10,Envoy Air,Security Delay,662665,5,5.24,21982,0.2383768538
508,10,Envoy Air,Weather Delay,662665,5,124.92,21982,5.6828314075
509,10,ExpressJet Airlines Inc.,Carrier Delay,980935,3.6580813528,2027.9,45728,44.3470083975
510,10,ExpressJet Airlines Inc.,NAS Delay,980935,3.6580813528,2370.62,45728,51.841759972
511,10,ExpressJet Airlines Inc.,Security Delay,980935,3.6580813528,0,45728,0
512,10,ExpressJet Airlines Inc.,Weather Delay,980935,3.6580813528,42,45728,0.9184744577
513,10,Frontier Airlines Inc.,Carrier Delay,1194437,4.4542683427,311.2,8101,38.4150104925
514,10,Frontier Airlines Inc.,NAS Delay,1194437,4.4542683427,515.44,8101,63.6267127515
515,10,Frontier Airlines Inc.,Security Delay,1194437,4.4542683427,0,8101,0
516,10,Frontier Airlines Inc.,Weather Delay,1194437,4.4542683427,2.83,8101,0.3493395877
517,10,Hawaiian Airlines Inc.,Carrier Delay,2010666,7.4981316818,330.01,6242,52.869272669
518,10,Hawaiian Airlines Inc.,NAS Delay,2010666,7.4981316818,12.22,6242,1.9577058635
519,10,Hawaiian Airlines Inc.,Security Delay,2010666,7.4981316818,1.35,6242,0.2162768343
520,10,Hawaiian Airlines Inc.,Weather Delay,2010666,7.4981316818,9.44,6242,1.5123357898
521,10,JetBlue Airways,Carrier Delay,5893119,21.9764905152,1471.85,21913,67.1678912061
522,10,JetBlue Airways,NAS Delay,5893119,21.9764905152,1304.99,21913,59.5532332405
523,10,JetBlue Airways,Security Delay,5893119,21.9764905152,6.77,21913,0.3089490257
524,10,JetBlue Airways,Weather Delay,5893119,21.9764905152,48.21,21913,2.200063889
525,10,SkyWest Airlines Inc.,Carrier Delay,1875495,6.9940549442,1803.88,48808,36.9586952959
526,10,SkyWest Airlines Inc.,NAS Delay,1875495,6.9940549442,2150.5,48808,44.0603999344
527,10,SkyWest Airlines Inc.,Security Delay,1875495,6.9940549442,11.18,48808,0.2290608097
528,10,SkyWest Airlines Inc.,Weather Delay,1875495,6.9940549442,94.74,48808,1.9410752336
529,10,Southwest Airlines Co.,Carrier Delay,18299147,68.2407788612,4100.25,104516,39.2308354702
530,10,Southwest Airlines Co.,NAS Delay,18299147,68.2407788612,2599.01,104516,24.8671016878
531,10,Southwest Airlines Co.,Security Delay,18299147,68.2407788612,10.49,104516,0.1003674079
532,10,Southwest Airlines Co.,Weather Delay,18299147,68.2407788612,291.76,104516,2.7915343105
533,10,Spirit Air Lines,Carrier Delay,1267124,4.7253311137,99.46,10208,9.743338558
534,10,Spirit Air Lines,NAS Delay,1267124,4.7253311137,1953.36,10208,191.355799373
535,10,Spirit Air Lines,Security Delay,1267124,4.7253311137,1.9,10208,0.1861285266
536,10,Spirit Air Lines,Weather Delay,1267124,4.7253311137,2.69,10208,0.2635188088
537,10,United Air Lines Inc.,Carrier Delay,26160401,97.556795383,2085.92,45894,45.4508214581
538,10,United Air Lines Inc.,NAS Delay,26160401,97.556795383,1656.91,45894,36.1029764239
539,10,United Air Lines Inc.,Security Delay,26160401,97.556795383,0,45894,0
540,10,United Air Lines Inc.,Weather Delay,26160401,97.556795383,82.71,45894,1.8021963655
541,10,Virgin America,Carrier Delay,1340778,5,201.38,5464,36.8557833089
542,10,Virgin America,NAS Delay,1340778,5,276.39,5464,50.5838213763
543,10,Virgin America,Security Delay,1340778,5,3.75,5464,0.6863103953
544,10,Virgin America,Weather Delay,1340778,5,43.88,5464,8.0307467057
545,11,Alaska Airlines Inc.,Carrier Delay,3952024,14.7378014854,464.17,13950,33.2738351254
546,11,Alaska Airlines Inc.,NAS Delay,3952024,14.7378014854,902.84,13950,64.7197132616
547,11,Alaska Airlines Inc.,Security Delay,3952024,14.7378014854,8.74,13950,0.6265232975
548,11,Alaska Airlines Inc.,Weather Delay,3952024,14.7378014854,63.57,13950,4.5569892473
549,11,American Airlines Inc.,Carrier Delay,24016489,89.5617656316,3715.84,73871,50.3017422263
550,11,American Airlines Inc.,NAS Delay,24016489,89.5617656316,3962.68,73871,53.6432429505
551,11,American Airlines Inc.,Security Delay,24016489,89.5617656316,76.57,73871,1.0365366653
552,11,American Airlines Inc.,Weather Delay,24016489,89.5617656316,416.62,73871,5.6398315983
553,11,Delta Air Lines Inc.,Carrier Delay,28217526,105.2281809517,2556.45,72228,35.3941684665
554,11,Delta Air Lines Inc.,NAS Delay,28217526,105.2281809517,2690.05,72228,37.2438666445
555,11,Delta Air Lines Inc.,Security Delay,28217526,105.2281809517,6.44,72228,0.0891620978
556,11,Delta Air Lines Inc.,Weather Delay,28217526,105.2281809517,242.65,72228,3.3595004707
557,11,Envoy Air,Carrier Delay,662665,5,802.44,20305,39.5193302142
558,11,Envoy Air,NAS Delay,662665,5,804.45,20305,39.6183206107
559,11,Envoy Air,Security Delay,662665,5,2.95,20305,0.1452844127
560,11,Envoy Air,Weather Delay,662665,5,220.68,20305,10.8682590495
561,11,ExpressJet Airlines Inc.,Carrier Delay,980935,3.6580813528,2054.4,42572,48.2570703749
562,11,ExpressJet Airlines Inc.,NAS Delay,980935,3.6580813528,2518.03,42572,59.1475617777
563,11,ExpressJet Airlines Inc.,Security Delay,980935,3.6580813528,0,42572,0
564,11,ExpressJet Airlines Inc.,Weather Delay,980935,3.6580813528,83.23,42572,1.9550408719
565,11,Frontier Airlines Inc.,Carrier Delay,1194437,4.4542683427,431.12,7763,55.535231225
566,11,Frontier Airlines Inc.,NAS Delay,1194437,4.4542683427,1002.96,7763,129.1974752029
567,11,Frontier Airlines Inc.,Security Delay,1194437,4.4542683427,0,7763,0
568,11,Frontier Airlines Inc.,Weather Delay,1194437,4.4542683427,12.6,7763,1.6230838593
569,11,Hawaiian Airlines Inc.,Carrier Delay,2010666,7.4981316818,223.26,6024,37.061752988
570,11,Hawaiian Airlines Inc.,NAS Delay,2010666,7.4981316818,1.82,6024,0.302124834
571,11,Hawaiian Airlines Inc.,Security Delay,2010666,7.4981316818,0,6024,0
572,11,Hawaiian Airlines Inc.,Weather Delay,2010666,7.4981316818,11.34,6024,1.8824701195
573,11,JetBlue Airways,Carrier Delay,5893119,21.9764905152,1316.9,21697,60.6950269623
574,11,JetBlue Airways,NAS Delay,5893119,21.9764905152,1186.64,21697,54.6914319952
575,11,JetBlue Airways,Security Delay,5893119,21.9764905152,11.12,21697,0.5125132507
576,11,JetBlue Airways,Weather Delay,5893119,21.9764905152,19.93,21697,0.9185601696
577,11,SkyWest Airlines Inc.,Carrier Delay,1875495,6.9940549442,1894.51,47292,40.0598409879
578,11,SkyWest Airlines Inc.,NAS Delay,1875495,6.9940549442,2838.01,47292,60.0103611605
579,11,SkyWest Airlines Inc.,Security Delay,1875495,6.9940549442,16.12,47292,0.3408610336
580,11,SkyWest Airlines Inc.,Weather Delay,1875495,6.9940549442,233.77,47292,4.9431193437
581,11,Southwest Airlines Co.,Carrier Delay,18299147,68.2407788612,5107.77,104045,49.0919313758
582,11,Southwest Airlines Co.,NAS Delay,18299147,68.2407788612,3210.79,104045,30.8596280456
583,11,Southwest Airlines Co.,Security Delay,18299147,68.2407788612,30.23,104045,0.2905473593
584,11,Southwest Airlines Co.,Weather Delay,18299147,68.2407788612,350.26,104045,3.3664279879
585,11,Spirit Air Lines,Carrier Delay,1267124,4.7253311137,548.33,10164,53.948248721
586,11,Spirit Air Lines,NAS Delay,1267124,4.7253311137,1299.01,10164,127.8049980323
587,11,Spirit Air Lines,Security Delay,1267124,4.7253311137,10,10164,0.9838646202
588,11,Spirit Air Lines,Weather Delay,1267124,4.7253311137,34.71,10164,3.4149940968
589,11,United Air Lines Inc.,Carrier Delay,26160401,97.556795383,2198.81,42647,51.5583745633
590,11,United Air Lines Inc.,NAS Delay,26160401,97.556795383,1995.78,42647,46.7976645485
591,11,United Air Lines Inc.,Security Delay,26160401,97.556795383,1,42647,0.0234483082
592,11,United Air Lines Inc.,Weather Delay,26160401,97.556795383,213.09,42647,4.9965999953
593,11,Virgin America,Carrier Delay,1340778,5,229.5,5414,42.3900997414
594,11,Virgin America,NAS Delay,1340778,5,223.48,5414,41.2781677133
595,11,Virgin America,Security Delay,1340778,5,5.39,5414,0.9955670484
596,11,Virgin America,Weather Delay,1340778,5,82.57,5414,15.2512005911
597,12,Alaska Airlines Inc.,Carrier Delay,3952024,14.7378014854,521.93,14459,36.0972404731
598,12,Alaska Airlines Inc.,NAS Delay,3952024,14.7378014854,884.98,14459,61.206169168
599,12,Alaska Airlines Inc.,Security Delay,3952024,14.7378014854,18.43,14459,1.2746386334
600,12,Alaska Airlines Inc.,Weather Delay,3952024,14.7378014854,52.03,14459,3.5984507919
601,12,American Airlines Inc.,Carrier Delay,24016489,89.5617656316,4811.45,76562,62.8438389802
602,12,American Airlines Inc.,NAS Delay,24016489,89.5617656316,5084.23,76562,66.4067030642
603,12,American Airlines Inc.,Security Delay,24016489,89.5617656316,65.64,76562,0.8573443745
604,12,American Airlines Inc.,Weather Delay,24016489,89.5617656316,431.84,76562,5.6403960189
605,12,Delta Air Lines Inc.,Carrier Delay,28217526,105.2281809517,3485.32,70639,49.3398830674
606,12,Delta Air Lines Inc.,NAS Delay,28217526,105.2281809517,3588.66,70639,50.8028143094
607,12,Delta Air Lines Inc.,Security Delay,28217526,105.2281809517,5.45,70639,0.0771528476
608,12,Delta Air Lines Inc.,Weather Delay,28217526,105.2281809517,763.5,70639,10.8084769037
609,12,Envoy Air,Carrier Delay,662665,5,790.1,20993,37.6363549755
610,12,Envoy Air,NAS Delay,662665,5,960.4,20993,45.748582861
611,12,Envoy Air,Security Delay,662665,5,20.09,20993,0.9569856619
612,12,Envoy Air,Weather Delay,662665,5,361.49,20993,17.2195493736
613,12,ExpressJet Airlines Inc.,Carrier Delay,980935,3.6580813528,2370.29,44140,53.6993656547
614,12,ExpressJet Airlines Inc.,NAS Delay,980935,3.6580813528,2617.7,44140,59.3044857272
615,12,ExpressJet Airlines Inc.,Security Delay,980935,3.6580813528,0,44140,0
616,12,ExpressJet Airlines Inc.,Weather Delay,980935,3.6580813528,131.98,44140,2.9900317173
617,12,Frontier Airlines Inc.,Carrier Delay,1194437,4.4542683427,493.89,8120,60.8238916256
618,12,Frontier Airlines Inc.,NAS Delay,1194437,4.4542683427,702.98,8120,86.5738916256
619,12,Frontier Airlines Inc.,Security Delay,1194437,4.4542683427,0,8120,0
620,12,Frontier Airlines Inc.,Weather Delay,1194437,4.4542683427,35.85,8120,4.4150246305
621,12,Hawaiian Airlines Inc.,Carrier Delay,2010666,7.4981316818,290.64,6260,46.428115016
622,12,Hawaiian Airlines Inc.,NAS Delay,2010666,7.4981316818,4.57,6260,0.7300319489
623,12,Hawaiian Airlines Inc.,Security Delay,2010666,7.4981316818,1.17,6260,0.1869009585
624,12,Hawaiian Airlines Inc.,Weather Delay,2010666,7.4981316818,3.5,6260,0.5591054313
625,12,JetBlue Airways,Carrier Delay,5893119,21.9764905152,2372.54,23343,101.6381784689
626,12,JetBlue Airways,NAS Delay,5893119,21.9764905152,1845.49,23343,79.0596752774
627,12,JetBlue Airways,Security Delay,5893119,21.9764905152,42.18,23343,1.8069656856
628,12,JetBlue Airways,Weather Delay,5893119,21.9764905152,72.09,23343,3.0882919933
629,12,SkyWest Airlines Inc.,Carrier Delay,1875495,6.9940549442,2573.78,47590,54.0823702459
630,12,SkyWest Airlines Inc.,NAS Delay,1875495,6.9940549442,3611.55,47590,75.8888421937
631,12,SkyWest Airlines Inc.,Security Delay,1875495,6.9940549442,38.31,47590,0.8050010506
632,12,SkyWest Airlines Inc.,Weather Delay,1875495,6.9940549442,325.77,47590,6.8453456609
633,12,Southwest Airlines Co.,Carrier Delay,18299147,68.2407788612,7490.58,107476,69.6953738509
634,12,Southwest Airlines Co.,NAS Delay,18299147,68.2407788612,3881.84,107476,36.1182031337
635,12,Southwest Airlines Co.,Security Delay,18299147,68.2407788612,65.44,107476,0.6088801221
636,12,Southwest Airlines Co.,Weather Delay,18299147,68.2407788612,488.62,107476,4.5463173174
637,12,Spirit Air Lines,Carrier Delay,1267124,4.7253311137,843.74,10671,79.0685034205
638,12,Spirit Air Lines,NAS Delay,1267124,4.7253311137,1283.25,10671,120.2558335676
639,12,Spirit Air Lines,Security Delay,1267124,4.7253311137,27.5,10671,2.577078062
640,12,Spirit Air Lines,Weather Delay,1267124,4.7253311137,33.28,10671,3.1187330147
641,12,United Air Lines Inc.,Carrier Delay,26160401,97.556795383,3075.39,43443,70.7913818106
642,12,United Air Lines Inc.,NAS Delay,26160401,97.556795383,2320.35,43443,53.4113666183
643,12,United Air Lines Inc.,Security Delay,26160401,97.556795383,0,43443,0
644,12,United Air Lines Inc.,Weather Delay,26160401,97.556795383,359.28,43443,8.2701470893
645,12,Virgin America,Carrier Delay,1340778,5,263.91,5534,47.6888326708
646,12,Virgin America,NAS Delay,1340778,5,531.73,5534,96.0842067221
647,12,Virgin America,Security Delay,1340778,5,12.56,5534,2.2696060716
648,12,Virgin America,Weather Delay,1340778,5,90.61,5534,16.3733285146
